county,precinct,office,district,party,candidate,votes,advance,polls
Miami,NPE Prt1,State Treasurer,,R,Ron Estes,5,1,6
Miami,NPE Prt2,State Treasurer,,R,Ron Estes,47,8,55
Miami,NW,State Treasurer,,R,Ron Estes,187,16,203
Miami,OSAGE,State Treasurer,,R,Ron Estes,104,10,114
Miami,OC 01,State Treasurer,,R,Ron Estes,78,22,100
Miami,OC 02,State Treasurer,,R,Ron Estes,126,36,162
Miami,OC 03,State Treasurer,,R,Ron Estes,125,40,165
Miami,OC 04,State Treasurer,,R,Ron Estes,66,17,83
Miami,OSA TWP,State Treasurer,,R,Ron Estes,134,35,169
Miami,PC 01,State Treasurer,,R,Ron Estes,156,110,266
Miami,PC 02,State Treasurer,,R,Ron Estes,136,57,193
Miami,PC 03,State Treasurer,,R,Ron Estes,185,77,262
Miami,PC 04,State Treasurer,,R,Ron Estes,169,128,297
Miami,RICH,State Treasurer,,R,Ron Estes,420,161,581
Miami,SMV(3),State Treasurer,,R,Ron Estes,5,0,5
Miami,SMV(2),State Treasurer,,R,Ron Estes,304,77,381
Miami,SPE Prt2,State Treasurer,,R,Ron Estes,30,17,47
Miami,SPW,State Treasurer,,R,Ron Estes,57,22,79
Miami,SW,State Treasurer,,R,Ron Estes,392,79,471
Miami,SH 01,State Treasurer,,R,Ron Estes,303,28,331
Miami,SH 02,State Treasurer,,R,Ron Estes,66,23,89
Miami,SH 03,State Treasurer,,R,Ron Estes,23,5,28
Miami,STAN 368,State Treasurer,,R,Ron Estes,88,66,154
Miami,STAN 367,State Treasurer,,R,Ron Estes,54,12,66
Miami,SC,State Treasurer,,R,Ron Estes,109,21,130
Miami,TM,State Treasurer,,R,Ron Estes,344,77,421
Miami,WMC 416,State Treasurer,,R,Ron Estes,34,14,48
Miami,WMC 368,State Treasurer,,R,Ron Estes,118,42,160
Miami,WV(6),State Treasurer,,R,Ron Estes,32,32,64
Miami,WV(12) 368,State Treasurer,,R,Ron Estes,25,11,36
Miami,WV(12) 367,State Treasurer,,R,Ron Estes,53,24,77
Miami,WV(5),State Treasurer,,R,Ron Estes,42,12,54
Miami,EMC(2),State Treasurer,,D,Carmen Alldritt,17,6,23
Miami,EMC(3),State Treasurer,,D,Carmen Alldritt,61,19,80
Miami,EV,State Treasurer,,D,Carmen Alldritt,33,14,47
Miami,FC,State Treasurer,,D,Carmen Alldritt,13,3,16
Miami,LC 01,State Treasurer,,D,Carmen Alldritt,64,24,88
Miami,LC 02,State Treasurer,,D,Carmen Alldritt,82,12,94
Miami,LC 03,State Treasurer,,D,Carmen Alldritt,71,20,91
Miami,LC 04,State Treasurer,,D,Carmen Alldritt,57,11,68
Miami,MI,State Treasurer,,D,Carmen Alldritt,39,13,52
Miami,MND,State Treasurer,,D,Carmen Alldritt,64,28,92
Miami,NMV(2),State Treasurer,,D,Carmen Alldritt,9,6,15
Miami,NMV(3),State Treasurer,,D,Carmen Alldritt,60,25,85
Miami,NPW,State Treasurer,,D,Carmen Alldritt,36,16,52
Miami,NPE Prt1,State Treasurer,,D,Carmen Alldritt,2,0,2
Miami,NPE Prt2,State Treasurer,,D,Carmen Alldritt,8,5,13
Miami,NW,State Treasurer,,D,Carmen Alldritt,43,10,53
Miami,OSAGE,State Treasurer,,D,Carmen Alldritt,35,15,50
Miami,OC 01,State Treasurer,,D,Carmen Alldritt,45,25,70
Miami,OC 02,State Treasurer,,D,Carmen Alldritt,74,35,109
Miami,OC 03,State Treasurer,,D,Carmen Alldritt,90,40,130
Miami,OC 04,State Treasurer,,D,Carmen Alldritt,52,13,65
Miami,OSA TWP,State Treasurer,,D,Carmen Alldritt,58,26,84
Miami,PC 01,State Treasurer,,D,Carmen Alldritt,60,62,122
Miami,PC 02,State Treasurer,,D,Carmen Alldritt,68,47,115
Miami,PC 03,State Treasurer,,D,Carmen Alldritt,67,61,128
Miami,PC 04,State Treasurer,,D,Carmen Alldritt,75,63,138
Miami,RICH,State Treasurer,,D,Carmen Alldritt,95,66,161
Miami,SMV(3),State Treasurer,,D,Carmen Alldritt,2,0,2
Miami,SMV(2),State Treasurer,,D,Carmen Alldritt,86,42,128
Miami,SPE Prt2,State Treasurer,,D,Carmen Alldritt,12,9,21
Miami,SPW,State Treasurer,,D,Carmen Alldritt,18,14,32
Miami,SW,State Treasurer,,D,Carmen Alldritt,81,26,107
Miami,SH 01,State Treasurer,,D,Carmen Alldritt,86,23,109
Miami,SH 02,State Treasurer,,D,Carmen Alldritt,26,18,44
Miami,SH 03,State Treasurer,,D,Carmen Alldritt,8,2,10
Miami,STAN 368,State Treasurer,,D,Carmen Alldritt,27,28,55
Miami,STAN 367,State Treasurer,,D,Carmen Alldritt,24,15,39
Miami,SC,State Treasurer,,D,Carmen Alldritt,26,7,33
Miami,TM,State Treasurer,,D,Carmen Alldritt,84,34,118
Miami,WMC 416,State Treasurer,,D,Carmen Alldritt,12,5,17
Miami,WMC 368,State Treasurer,,D,Carmen Alldritt,28,25,53
Miami,WV(6),State Treasurer,,D,Carmen Alldritt,13,18,31
Miami,WV(12) 368,State Treasurer,,D,Carmen Alldritt,7,1,8
Miami,WV(12) 367,State Treasurer,,D,Carmen Alldritt,26,16,42
Miami,WV(5),State Treasurer,,D,Carmen Alldritt,31,10,41
Miami,EMC(2),State Treasurer,,,Write-ins,0,0,0
Miami,EMC(3),State Treasurer,,,Write-ins,0,0,0
Miami,EV,State Treasurer,,,Write-ins,0,0,0
Miami,FC,State Treasurer,,,Write-ins,0,0,0
Miami,LC 01,State Treasurer,,,Write-ins,0,0,0
Miami,LC 02,State Treasurer,,,Write-ins,1,1,2
Miami,LC 03,State Treasurer,,,Write-ins,0,0,0
Miami,LC 04,State Treasurer,,,Write-ins,0,0,0
Miami,MI,State Treasurer,,,Write-ins,0,0,0
Miami,MND,State Treasurer,,,Write-ins,0,0,0
Miami,NMV(2),State Treasurer,,,Write-ins,0,0,0
Miami,NMV(3),State Treasurer,,,Write-ins,0,0,0
Miami,NPW,State Treasurer,,,Write-ins,0,0,0
Miami,NPE Prt1,State Treasurer,,,Write-ins,0,0,0
Miami,NPE Prt2,State Treasurer,,,Write-ins,0,0,0
Miami,NW,State Treasurer,,,Write-ins,0,0,0
Miami,OSAGE,State Treasurer,,,Write-ins,0,0,0
Miami,OC 01,State Treasurer,,,Write-ins,0,0,0
Miami,OC 02,State Treasurer,,,Write-ins,0,0,0
Miami,OC 03,State Treasurer,,,Write-ins,0,0,0
Miami,OC 04,State Treasurer,,,Write-ins,0,0,0
Miami,OSA TWP,State Treasurer,,,Write-ins,0,0,0
Miami,PC 01,State Treasurer,,,Write-ins,0,1,1
Miami,PC 02,State Treasurer,,,Write-ins,0,0,0
Miami,PC 03,State Treasurer,,,Write-ins,0,0,0
Miami,PC 04,State Treasurer,,,Write-ins,0,0,0
Miami,RICH,State Treasurer,,,Write-ins,0,0,0
Miami,SMV(3),State Treasurer,,,Write-ins,0,0,0
Miami,SMV(2),State Treasurer,,,Write-ins,0,0,0
Miami,SPE Prt2,State Treasurer,,,Write-ins,0,0,0
Miami,SPW,State Treasurer,,,Write-ins,0,0,0
Miami,SW,State Treasurer,,,Write-ins,1,0,1
Miami,SH 01,State Treasurer,,,Write-ins,0,0,0
Miami,SH 02,State Treasurer,,,Write-ins,0,0,0
Miami,SH 03,State Treasurer,,,Write-ins,0,0,0
Miami,STAN 368,State Treasurer,,,Write-ins,0,0,0
Miami,STAN 367,State Treasurer,,,Write-ins,0,0,0
Miami,SC,State Treasurer,,,Write-ins,0,0,0
Miami,TM,State Treasurer,,,Write-ins,0,0,0
Miami,WMC 416,State Treasurer,,,Write-ins,0,0,0
Miami,WMC 368,State Treasurer,,,Write-ins,0,0,0
Miami,WV(6),State Treasurer,,,Write-ins,0,0,0
Miami,WV(12) 368,State Treasurer,,,Write-ins,0,0,0
Miami,WV(12) 367,State Treasurer,,,Write-ins,0,0,0
Miami,WV(5),State Treasurer,,,Write-ins,0,0,0
Miami,EMC(2),Insurance Commissioner,,R,Ken Selzer,53,10,63
Miami,EMC(3),Insurance Commissioner,,R,Ken Selzer,199,45,244
Miami,EV,Insurance Commissioner,,R,Ken Selzer,79,33,112
Miami,FC,Insurance Commissioner,,R,Ken Selzer,24,5,29
Miami,LC 01,Insurance Commissioner,,R,Ken Selzer,148,26,174
Miami,LC 02,Insurance Commissioner,,R,Ken Selzer,204,20,224
Miami,LC 03,Insurance Commissioner,,R,Ken Selzer,191,25,216
Miami,LC 04,Insurance Commissioner,,R,Ken Selzer,200,29,229
Miami,MI,Insurance Commissioner,,R,Ken Selzer,116,27,143
Miami,MND,Insurance Commissioner,,R,Ken Selzer,109,31,140
Miami,NMV(2),Insurance Commissioner,,R,Ken Selzer,65,16,81
Miami,NMV(3),Insurance Commissioner,,R,Ken Selzer,179,27,206
Miami,NPW,Insurance Commissioner,,R,Ken Selzer,88,38,126
Miami,NPE Prt1,Insurance Commissioner,,R,Ken Selzer,5,1,6
Miami,NPE Prt2,Insurance Commissioner,,R,Ken Selzer,42,8,50
Miami,NW,Insurance Commissioner,,R,Ken Selzer,180,16,196
Miami,OSAGE,Insurance Commissioner,,R,Ken Selzer,98,11,109
Miami,OC 01,Insurance Commissioner,,R,Ken Selzer,65,19,84
Miami,OC 02,Insurance Commissioner,,R,Ken Selzer,111,40,151
Miami,OC 03,Insurance Commissioner,,R,Ken Selzer,114,35,149
Miami,OC 04,Insurance Commissioner,,R,Ken Selzer,60,16,76
Miami,OSA TWP,Insurance Commissioner,,R,Ken Selzer,123,31,154
Miami,PC 01,Insurance Commissioner,,R,Ken Selzer,151,105,256
Miami,PC 02,Insurance Commissioner,,R,Ken Selzer,126,56,182
Miami,PC 03,Insurance Commissioner,,R,Ken Selzer,167,77,244
Miami,PC 04,Insurance Commissioner,,R,Ken Selzer,153,114,267
Miami,RICH,Insurance Commissioner,,R,Ken Selzer,405,159,564
Miami,SMV(3),Insurance Commissioner,,R,Ken Selzer,5,0,5
Miami,SMV(2),Insurance Commissioner,,R,Ken Selzer,284,67,351
Miami,SPE Prt2,Insurance Commissioner,,R,Ken Selzer,30,15,45
Miami,SPW,Insurance Commissioner,,R,Ken Selzer,53,17,70
Miami,SW,Insurance Commissioner,,R,Ken Selzer,393,80,473
Miami,SH 01,Insurance Commissioner,,R,Ken Selzer,293,23,316
Miami,SH 02,Insurance Commissioner,,R,Ken Selzer,64,22,86
Miami,SH 03,Insurance Commissioner,,R,Ken Selzer,21,4,25
Miami,STAN 368,Insurance Commissioner,,R,Ken Selzer,76,65,141
Miami,STAN 367,Insurance Commissioner,,R,Ken Selzer,52,12,64
Miami,SC,Insurance Commissioner,,R,Ken Selzer,104,22,126
Miami,TM,Insurance Commissioner,,R,Ken Selzer,340,81,421
Miami,WMC 416,Insurance Commissioner,,R,Ken Selzer,33,14,47
Miami,WMC 368,Insurance Commissioner,,R,Ken Selzer,111,39,150
Miami,WV(6),Insurance Commissioner,,R,Ken Selzer,32,29,61
Miami,WV(12) 368,Insurance Commissioner,,R,Ken Selzer,25,11,36
Miami,WV(12) 367,Insurance Commissioner,,R,Ken Selzer,51,22,73
Miami,WV(5),Insurance Commissioner,,R,Ken Selzer,42,12,54
Miami,EMC(2),Insurance Commissioner,,D,Dennis Anderson,19,7,26
Miami,EMC(3),Insurance Commissioner,,D,Dennis Anderson,66,20,86
Miami,EV,Insurance Commissioner,,D,Dennis Anderson,42,16,58
Miami,FC,Insurance Commissioner,,D,Dennis Anderson,15,2,17
Miami,LC 01,Insurance Commissioner,,D,Dennis Anderson,64,22,86
Miami,LC 02,Insurance Commissioner,,D,Dennis Anderson,92,12,104
Miami,LC 03,Insurance Commissioner,,D,Dennis Anderson,81,21,102
Miami,LC 04,Insurance Commissioner,,D,Dennis Anderson,65,15,80
Miami,MI,Insurance Commissioner,,D,Dennis Anderson,44,16,60
Miami,MND,Insurance Commissioner,,D,Dennis Anderson,72,30,102
Miami,NMV(2),Insurance Commissioner,,D,Dennis Anderson,15,6,21
Miami,NMV(3),Insurance Commissioner,,D,Dennis Anderson,63,33,96
Miami,NPW,Insurance Commissioner,,D,Dennis Anderson,41,14,55
Miami,NPE Prt1,Insurance Commissioner,,D,Dennis Anderson,2,0,2
Miami,NPE Prt2,Insurance Commissioner,,D,Dennis Anderson,13,4,17
Miami,NW,Insurance Commissioner,,D,Dennis Anderson,49,10,59
Miami,OSAGE,Insurance Commissioner,,D,Dennis Anderson,41,15,56
Miami,OC 01,Insurance Commissioner,,D,Dennis Anderson,58,29,87
Miami,OC 02,Insurance Commissioner,,D,Dennis Anderson,90,30,120
Miami,OC 03,Insurance Commissioner,,D,Dennis Anderson,103,44,147
Miami,OC 04,Insurance Commissioner,,D,Dennis Anderson,55,13,68
Miami,OSA TWP,Insurance Commissioner,,D,Dennis Anderson,69,30,99
Miami,PC 01,Insurance Commissioner,,D,Dennis Anderson,64,68,132
Miami,PC 02,Insurance Commissioner,,D,Dennis Anderson,80,49,129
Miami,PC 03,Insurance Commissioner,,D,Dennis Anderson,85,60,145
Miami,PC 04,Insurance Commissioner,,D,Dennis Anderson,85,78,163
Miami,RICH,Insurance Commissioner,,D,Dennis Anderson,107,66,173
Miami,SMV(3),Insurance Commissioner,,D,Dennis Anderson,2,0,2
Miami,SMV(2),Insurance Commissioner,,D,Dennis Anderson,108,54,162
Miami,SPE Prt2,Insurance Commissioner,,D,Dennis Anderson,13,11,24
Miami,SPW,Insurance Commissioner,,D,Dennis Anderson,20,18,38
Miami,SW,Insurance Commissioner,,D,Dennis Anderson,84,26,110
Miami,SH 01,Insurance Commissioner,,D,Dennis Anderson,97,25,122
Miami,SH 02,Insurance Commissioner,,D,Dennis Anderson,27,19,46
Miami,SH 03,Insurance Commissioner,,D,Dennis Anderson,9,3,12
Miami,STAN 368,Insurance Commissioner,,D,Dennis Anderson,38,29,67
Miami,STAN 367,Insurance Commissioner,,D,Dennis Anderson,25,15,40
Miami,SC,Insurance Commissioner,,D,Dennis Anderson,32,6,38
Miami,TM,Insurance Commissioner,,D,Dennis Anderson,92,34,126
Miami,WMC 416,Insurance Commissioner,,D,Dennis Anderson,13,5,18
Miami,WMC 368,Insurance Commissioner,,D,Dennis Anderson,34,28,62
Miami,WV(6),Insurance Commissioner,,D,Dennis Anderson,13,21,34
Miami,WV(12) 368,Insurance Commissioner,,D,Dennis Anderson,8,1,9
Miami,WV(12) 367,Insurance Commissioner,,D,Dennis Anderson,28,18,46
Miami,WV(5),Insurance Commissioner,,D,Dennis Anderson,31,10,41
Miami,EMC(2),Insurance Commissioner,,,Write-ins,0,0,0
Miami,EMC(3),Insurance Commissioner,,,Write-ins,0,0,0
Miami,EV,Insurance Commissioner,,,Write-ins,0,0,0
Miami,FC,Insurance Commissioner,,,Write-ins,0,0,0
Miami,LC 01,Insurance Commissioner,,,Write-ins,1,0,1
Miami,LC 02,Insurance Commissioner,,,Write-ins,1,1,2
Miami,LC 03,Insurance Commissioner,,,Write-ins,0,0,0
Miami,LC 04,Insurance Commissioner,,,Write-ins,0,0,0
Miami,MI,Insurance Commissioner,,,Write-ins,0,0,0
Miami,MND,Insurance Commissioner,,,Write-ins,0,0,0
Miami,NMV(2),Insurance Commissioner,,,Write-ins,0,0,0
Miami,NMV(3),Insurance Commissioner,,,Write-ins,0,0,0
Miami,NPW,Insurance Commissioner,,,Write-ins,0,0,0
Miami,NPE Prt1,Insurance Commissioner,,,Write-ins,0,0,0
Miami,NPE Prt2,Insurance Commissioner,,,Write-ins,0,0,0
Miami,NW,Insurance Commissioner,,,Write-ins,0,0,0
Miami,OSAGE,Insurance Commissioner,,,Write-ins,0,0,0
Miami,OC 01,Insurance Commissioner,,,Write-ins,0,0,0
Miami,OC 02,Insurance Commissioner,,,Write-ins,0,0,0
Miami,OC 03,Insurance Commissioner,,,Write-ins,0,0,0
Miami,OC 04,Insurance Commissioner,,,Write-ins,0,0,0
Miami,OSA TWP,Insurance Commissioner,,,Write-ins,0,0,0
Miami,PC 01,Insurance Commissioner,,,Write-ins,0,0,0
Miami,PC 02,Insurance Commissioner,,,Write-ins,0,0,0
Miami,PC 03,Insurance Commissioner,,,Write-ins,0,0,0
Miami,PC 04,Insurance Commissioner,,,Write-ins,0,0,0
Miami,RICH,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SMV(3),Insurance Commissioner,,,Write-ins,0,0,0
Miami,SMV(2),Insurance Commissioner,,,Write-ins,0,0,0
Miami,SPE Prt2,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SPW,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SW,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SH 01,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SH 02,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SH 03,Insurance Commissioner,,,Write-ins,0,0,0
Miami,STAN 368,Insurance Commissioner,,,Write-ins,0,0,0
Miami,STAN 367,Insurance Commissioner,,,Write-ins,0,0,0
Miami,SC,Insurance Commissioner,,,Write-ins,0,0,0
Miami,TM,Insurance Commissioner,,,Write-ins,0,0,0
Miami,WMC 416,Insurance Commissioner,,,Write-ins,0,0,0
Miami,WMC 368,Insurance Commissioner,,,Write-ins,0,0,0
Miami,WV(6),Insurance Commissioner,,,Write-ins,0,0,0
Miami,WV(12) 368,Insurance Commissioner,,,Write-ins,0,0,0
Miami,WV(12) 367,Insurance Commissioner,,,Write-ins,0,0,0
Miami,WV(5),Insurance Commissioner,,,Write-ins,0,0,0
Miami,EMC(2),State Senate,37,R,Molly Baumgardner,65,13,78
Miami,EMC(3),State Senate,37,R,Molly Baumgardner,231,47,278
Miami,LC 01,State Senate,37,R,Molly Baumgardner,185,42,227
Miami,LC 02,State Senate,37,R,Molly Baumgardner,251,30,281
Miami,LC 03,State Senate,37,R,Molly Baumgardner,241,37,278
Miami,LC 04,State Senate,37,R,Molly Baumgardner,248,38,286
Miami,NMV(2),State Senate,37,R,Molly Baumgardner,74,23,97
Miami,NMV(3),State Senate,37,R,Molly Baumgardner,209,41,250
Miami,NPW,State Senate,37,R,Molly Baumgardner,103,44,147
Miami,NPE Prt1,State Senate,37,R,Molly Baumgardner,8,1,9
Miami,NPE Prt2,State Senate,37,R,Molly Baumgardner,51,10,61
Miami,NW,State Senate,37,R,Molly Baumgardner,202,21,223
Miami,PC 01,State Senate,37,R,Molly Baumgardner,188,142,330
Miami,PC 02,State Senate,37,R,Molly Baumgardner,185,85,270
Miami,PC 03,State Senate,37,R,Molly Baumgardner,222,108,330
Miami,PC 04,State Senate,37,R,Molly Baumgardner,209,156,365
Miami,RICH,State Senate,37,R,Molly Baumgardner,471,186,657
Miami,SMV(3),State Senate,37,R,Molly Baumgardner,5,0,5
Miami,SMV(2),State Senate,37,R,Molly Baumgardner,356,93,449
Miami,SPE Prt2,State Senate,37,R,Molly Baumgardner,39,21,60
Miami,SPW,State Senate,37,R,Molly Baumgardner,60,28,88
Miami,SW,State Senate,37,R,Molly Baumgardner,415,92,507
Miami,SH 01,State Senate,37,R,Molly Baumgardner,359,35,394
Miami,SH 02,State Senate,37,R,Molly Baumgardner,83,30,113
Miami,SH 03,State Senate,37,R,Molly Baumgardner,26,6,32
Miami,STAN 368,State Senate,37,R,Molly Baumgardner,103,78,181
Miami,STAN 367,State Senate,37,R,Molly Baumgardner,69,19,88
Miami,TM,State Senate,37,R,Molly Baumgardner,383,94,477
Miami,WMC 416,State Senate,37,R,Molly Baumgardner,37,17,54
Miami,WMC 368,State Senate,37,R,Molly Baumgardner,133,55,188
Miami,WV(6),State Senate,37,R,Molly Baumgardner,40,43,83
Miami,WV(5),State Senate,37,R,Molly Baumgardner,59,18,77
Miami,EMC(2),State Senate,37,,Write-ins,2,0,2
Miami,EMC(3),State Senate,37,,Write-ins,5,6,11
Miami,LC 01,State Senate,37,,Write-ins,5,1,6
Miami,LC 02,State Senate,37,,Write-ins,3,1,4
Miami,LC 03,State Senate,37,,Write-ins,8,1,9
Miami,LC 04,State Senate,37,,Write-ins,4,0,4
Miami,NMV(2),State Senate,37,,Write-ins,0,0,0
Miami,NMV(3),State Senate,37,,Write-ins,0,2,2
Miami,NPW,State Senate,37,,Write-ins,1,2,3
Miami,NPE Prt1,State Senate,37,,Write-ins,0,0,0
Miami,NPE Prt2,State Senate,37,,Write-ins,0,0,0
Miami,NW,State Senate,37,,Write-ins,7,0,7
Miami,PC 01,State Senate,37,,Write-ins,1,5,6
Miami,PC 02,State Senate,37,,Write-ins,1,2,3
Miami,PC 03,State Senate,37,,Write-ins,1,2,3
Miami,PC 04,State Senate,37,,Write-ins,4,5,9
Miami,RICH,State Senate,37,,Write-ins,2,3,5
Miami,SMV(3),State Senate,37,,Write-ins,0,0,0
Miami,SMV(2),State Senate,37,,Write-ins,2,1,3
Miami,SPE Prt2,State Senate,37,,Write-ins,0,0,0
Miami,SPW,State Senate,37,,Write-ins,1,1,2
Miami,SW,State Senate,37,,Write-ins,8,4,12
Miami,SH 01,State Senate,37,,Write-ins,3,3,6
Miami,SH 02,State Senate,37,,Write-ins,1,0,1
Miami,SH 03,State Senate,37,,Write-ins,0,0,0
Miami,STAN 368,State Senate,37,,Write-ins,0,0,0
Miami,STAN 367,State Senate,37,,Write-ins,0,1,1
Miami,TM,State Senate,37,,Write-ins,8,0,8
Miami,WMC 416,State Senate,37,,Write-ins,1,0,1
Miami,WMC 368,State Senate,37,,Write-ins,1,1,2
Miami,WV(6),State Senate,37,,Write-ins,0,0,0
Miami,WV(5),State Senate,37,,Write-ins,2,0,2
Miami,MND,State House,5,D,Cleon Rickel,63,27,90
Miami,OC 01,State House,5,D,Cleon Rickel,51,27,78
Miami,OC 02,State House,5,D,Cleon Rickel,69,30,99
Miami,OC 03,State House,5,D,Cleon Rickel,87,33,120
Miami,OC 04,State House,5,D,Cleon Rickel,51,12,63
Miami,OSA TWP,State House,5,D,Cleon Rickel,57,29,86
Miami,STAN 368,State House,5,D,Cleon Rickel,32,28,60
Miami,STAN 367,State House,5,D,Cleon Rickel,21,16,37
Miami,WV(5),State House,5,D,Cleon Rickel,27,9,36
Miami,MND,State House,5,R,Kevin Jones,121,34,155
Miami,OC 01,State House,5,R,Kevin Jones,72,20,92
Miami,OC 02,State House,5,R,Kevin Jones,131,41,172
Miami,OC 03,State House,5,R,Kevin Jones,128,44,172
Miami,OC 04,State House,5,R,Kevin Jones,69,17,86
Miami,OSA TWP,State House,5,R,Kevin Jones,135,32,167
Miami,STAN 368,State House,5,R,Kevin Jones,84,65,149
Miami,STAN 367,State House,5,R,Kevin Jones,58,11,69
Miami,WV(5),State House,5,R,Kevin Jones,46,13,59
Miami,MND,State House,5,,Write-ins,0,0,0
Miami,OC 01,State House,5,,Write-ins,0,0,0
Miami,OC 02,State House,5,,Write-ins,0,1,1
Miami,OC 03,State House,5,,Write-ins,0,1,1
Miami,OC 04,State House,5,,Write-ins,0,0,0
Miami,OSA TWP,State House,5,,Write-ins,0,0,0
Miami,STAN 368,State House,5,,Write-ins,0,0,0
Miami,STAN 367,State House,5,,Write-ins,0,0,0
Miami,WV(5),State House,5,,Write-ins,0,0,0
Miami,EMC(2),State House,6,D,Christy Levings,21,5,26
Miami,EMC(3),State House,6,D,Christy Levings,75,22,97
Miami,EV,State House,6,D,Christy Levings,40,19,59
Miami,FC,State House,6,D,Christy Levings,17,2,19
Miami,LC 01,State House,6,D,Christy Levings,83,22,105
Miami,LC 02,State House,6,D,Christy Levings,101,12,113
Miami,LC 03,State House,6,D,Christy Levings,90,18,108
Miami,LC 04,State House,6,D,Christy Levings,90,10,100
Miami,MI,State House,6,D,Christy Levings,47,15,62
Miami,NPW,State House,6,D,Christy Levings,48,18,66
Miami,NPE Prt1,State House,6,D,Christy Levings,2,0,2
Miami,NPE Prt2,State House,6,D,Christy Levings,8,5,13
Miami,NW,State House,6,D,Christy Levings,65,10,75
Miami,OSAGE,State House,6,D,Christy Levings,51,17,68
Miami,PC 01,State House,6,D,Christy Levings,79,77,156
Miami,PC 02,State House,6,D,Christy Levings,87,56,143
Miami,PC 03,State House,6,D,Christy Levings,105,79,184
Miami,PC 04,State House,6,D,Christy Levings,97,86,183
Miami,RICH,State House,6,D,Christy Levings,131,67,198
Miami,SMV(3),State House,6,D,Christy Levings,1,0,1
Miami,SMV(2),State House,6,D,Christy Levings,123,61,184
Miami,SPE Prt2,State House,6,D,Christy Levings,16,14,30
Miami,SPW,State House,6,D,Christy Levings,25,21,46
Miami,SW,State House,6,D,Christy Levings,101,31,132
Miami,SC,State House,6,D,Christy Levings,33,8,41
Miami,TM,State House,6,D,Christy Levings,89,41,130
Miami,WMC 416,State House,6,D,Christy Levings,18,4,22
Miami,WMC 368,State House,6,D,Christy Levings,33,24,57
Miami,WV(6),State House,6,D,Christy Levings,15,23,38
Miami,WV(12) 368,State House,6,D,Christy Levings,9,2,11
Miami,WV(12) 367,State House,6,D,Christy Levings,26,25,51
Miami,EMC(2),State House,6,R,Jene Vickrey,53,13,66
Miami,EMC(3),State House,6,R,Jene Vickrey,195,42,237
Miami,EV,State House,6,R,Jene Vickrey,86,31,117
Miami,FC,State House,6,R,Jene Vickrey,22,5,27
Miami,LC 01,State House,6,R,Jene Vickrey,130,28,158
Miami,LC 02,State House,6,R,Jene Vickrey,199,21,220
Miami,LC 03,State House,6,R,Jene Vickrey,193,29,222
Miami,LC 04,State House,6,R,Jene Vickrey,185,33,218
Miami,MI,State House,6,R,Jene Vickrey,121,30,151
Miami,NPW,State House,6,R,Jene Vickrey,84,35,119
Miami,NPE Prt1,State House,6,R,Jene Vickrey,6,1,7
Miami,NPE Prt2,State House,6,R,Jene Vickrey,47,9,56
Miami,NW,State House,6,R,Jene Vickrey,171,17,188
Miami,OSAGE,State House,6,R,Jene Vickrey,95,9,104
Miami,PC 01,State House,6,R,Jene Vickrey,145,96,241
Miami,PC 02,State House,6,R,Jene Vickrey,124,49,173
Miami,PC 03,State House,6,R,Jene Vickrey,153,63,216
Miami,PC 04,State House,6,R,Jene Vickrey,151,110,261
Miami,RICH,State House,6,R,Jene Vickrey,395,165,560
Miami,SMV(3),State House,6,R,Jene Vickrey,6,0,6
Miami,SMV(2),State House,6,R,Jene Vickrey,272,61,333
Miami,SPE Prt2,State House,6,R,Jene Vickrey,30,12,42
Miami,SPW,State House,6,R,Jene Vickrey,50,15,65
Miami,SW,State House,6,R,Jene Vickrey,381,74,455
Miami,SC,State House,6,R,Jene Vickrey,108,22,130
Miami,TM,State House,6,R,Jene Vickrey,348,75,423
Miami,WMC 416,State House,6,R,Jene Vickrey,28,15,43
Miami,WMC 368,State House,6,R,Jene Vickrey,112,42,154
Miami,WV(6),State House,6,R,Jene Vickrey,30,28,58
Miami,WV(12) 368,State House,6,R,Jene Vickrey,24,10,34
Miami,WV(12) 367,State House,6,R,Jene Vickrey,52,15,67
Miami,EMC(2),State House,6,,Write-ins,0,0,0
Miami,EMC(3),State House,6,,Write-ins,0,0,0
Miami,EV,State House,6,,Write-ins,0,0,0
Miami,FC,State House,6,,Write-ins,0,0,0
Miami,LC 01,State House,6,,Write-ins,1,0,1
Miami,LC 02,State House,6,,Write-ins,0,1,1
Miami,LC 03,State House,6,,Write-ins,0,0,0
Miami,LC 04,State House,6,,Write-ins,0,0,0
Miami,MI,State House,6,,Write-ins,0,0,0
Miami,NPW,State House,6,,Write-ins,0,0,0
Miami,NPE Prt1,State House,6,,Write-ins,0,0,0
Miami,NPE Prt2,State House,6,,Write-ins,0,0,0
Miami,NW,State House,6,,Write-ins,0,0,0
Miami,OSAGE,State House,6,,Write-ins,0,0,0
Miami,PC 01,State House,6,,Write-ins,0,1,1
Miami,PC 02,State House,6,,Write-ins,0,0,0
Miami,PC 03,State House,6,,Write-ins,1,0,1
Miami,PC 04,State House,6,,Write-ins,0,0,0
