county,precinct,office,district,party,candidate,votes,early,advance,poll,provisional
Cherokee,0020 Cherokee,Insurance Commissioner,,REP,Ken Selzer,72,3,6,63,0
Cherokee,0021 Crawford,Insurance Commissioner,,REP,Ken Selzer,165,12,12,137,4
Cherokee,0022 Garden-Lowell,Insurance Commissioner,,REP,Ken Selzer,403,16,20,359,8
Cherokee,0023 Garden-Stanley Mines,Insurance Commissioner,,REP,Ken Selzer,131,4,7,116,4
Cherokee,0024 Lola,Insurance Commissioner,,REP,Ken Selzer,65,8,7,49,1
Cherokee,0025 Lowell,Insurance Commissioner,,REP,Ken Selzer,158,4,13,139,2
Cherokee,0026 Lyon-Lyon,Insurance Commissioner,,REP,Ken Selzer,98,8,2,88,0
Cherokee,0027 Mineral,Insurance Commissioner,,REP,Ken Selzer,62,0,4,56,2
Cherokee,0028 Neosho-Faulkner,Insurance Commissioner,,REP,Ken Selzer,22,2,1,18,1
Cherokee,0029 Neosho-Melrose,Insurance Commissioner,,REP,Ken Selzer,30,1,3,26,0
Cherokee,0030 Pleasant View,Insurance Commissioner,,REP,Ken Selzer,151,4,9,138,0
Cherokee,0031 Ross-Belleview,Insurance Commissioner,,REP,Ken Selzer,42,5,2,35,0
Cherokee,0032 Ross-Roseland,Insurance Commissioner,,REP,Ken Selzer,50,2,4,44,0
Cherokee,0033 Ross-West Mineral,Insurance Commissioner,,REP,Ken Selzer,37,2,1,32,2
Cherokee,0034 Salamanca,Insurance Commissioner,,REP,Ken Selzer,141,9,2,129,1
Cherokee,0035 Shawnee,Insurance Commissioner,,REP,Ken Selzer,130,14,9,106,1
Cherokee,0036 Sheridan,Insurance Commissioner,,REP,Ken Selzer,52,4,13,35,0
Cherokee,0037 Spring Valley-Neutral,Insurance Commissioner,,REP,Ken Selzer,140,6,23,109,2
Cherokee,0038 Spring Valley-SV,Insurance Commissioner,,REP,Ken Selzer,99,0,6,84,6
Cherokee,0021 Crawford,Insurance Commissioner,,,Write-ins,2,0,0,2,0
Cherokee,0025 Lowell,Insurance Commissioner,,,Write-ins,1,0,0,1,0
Cherokee,0035 Shawnee,Insurance Commissioner,,,Write-ins,1,0,0,1,0
Cherokee,0037 Spring Valley-Neutral,Insurance Commissioner,,,Write-ins,1,0,0,1,0
Cherokee,0038 Spring Valley-SV,Insurance Commissioner,,,Write-ins,2,0,0,2,0
Cherokee,0020 Cherokee,Secretary of State,,DEM,Jean Kurtis Schodorf,58,0,12,46,0
Cherokee,0021 Crawford,Secretary of State,,DEM,Jean Kurtis Schodorf,74,1,10,63,0
Cherokee,0022 Garden-Lowell,Secretary of State,,DEM,Jean Kurtis Schodorf,220,14,39,167,0
Cherokee,0023 Garden-Stanley Mines,Secretary of State,,DEM,Jean Kurtis Schodorf,49,1,8,39,1
Cherokee,0024 Lola,Secretary of State,,DEM,Jean Kurtis Schodorf,28,3,6,18,1
Cherokee,0025 Lowell,Secretary of State,,DEM,Jean Kurtis Schodorf,60,3,10,47,0
Cherokee,0026 Lyon-Lyon,Secretary of State,,DEM,Jean Kurtis Schodorf,40,3,0,37,0
Cherokee,0027 Mineral,Secretary of State,,DEM,Jean Kurtis Schodorf,16,0,0,16,0
Cherokee,0028 Neosho-Faulkner,Secretary of State,,DEM,Jean Kurtis Schodorf,7,0,1,6,0
Cherokee,0029 Neosho-Melrose,Secretary of State,,DEM,Jean Kurtis Schodorf,11,1,0,10,0
Cherokee,0030 Pleasant View,Secretary of State,,DEM,Jean Kurtis Schodorf,56,3,9,44,0
Cherokee,0031 Ross-Belleview,Secretary of State,,DEM,Jean Kurtis Schodorf,30,0,8,22,0
Cherokee,0032 Ross-Roseland,Secretary of State,,DEM,Jean Kurtis Schodorf,51,3,16,32,0
Cherokee,0033 Ross-West Mineral,Secretary of State,,DEM,Jean Kurtis Schodorf,44,2,12,29,1
Cherokee,0034 Salamanca,Secretary of State,,DEM,Jean Kurtis Schodorf,72,9,3,60,0
Cherokee,0035 Shawnee,Secretary of State,,DEM,Jean Kurtis Schodorf,42,0,6,36,0
Cherokee,0036 Sheridan,Secretary of State,,DEM,Jean Kurtis Schodorf,27,3,4,20,0
Cherokee,0037 Spring Valley-Neutral,Secretary of State,,DEM,Jean Kurtis Schodorf,65,4,16,45,0
Cherokee,0038 Spring Valley-SV,Secretary of State,,DEM,Jean Kurtis Schodorf,34,1,2,31,0
Cherokee,0020 Cherokee,Secretary of State,,REP,Kris Kobach,78,3,6,69,0
Cherokee,0021 Crawford,Secretary of State,,REP,Kris Kobach,182,14,12,151,5
Cherokee,0022 Garden-Lowell,Secretary of State,,REP,Kris Kobach,427,19,21,376,11
Cherokee,0023 Garden-Stanley Mines,Secretary of State,,REP,Kris Kobach,138,5,8,122,3
Cherokee,0024 Lola,Secretary of State,,REP,Kris Kobach,65,9,8,48,0
Cherokee,0025 Lowell,Secretary of State,,REP,Kris Kobach,157,4,15,136,2
Cherokee,0026 Lyon-Lyon,Secretary of State,,REP,Kris Kobach,93,7,2,84,0
Cherokee,0027 Mineral,Secretary of State,,REP,Kris Kobach,57,0,5,50,2
Cherokee,0028 Neosho-Faulkner,Secretary of State,,REP,Kris Kobach,24,2,1,20,1
Cherokee,0029 Neosho-Melrose,Secretary of State,,REP,Kris Kobach,34,1,3,30,0
Cherokee,0030 Pleasant View,Secretary of State,,REP,Kris Kobach,155,5,9,141,0
Cherokee,0031 Ross-Belleview,Secretary of State,,REP,Kris Kobach,40,5,1,34,0
Cherokee,0032 Ross-Roseland,Secretary of State,,REP,Kris Kobach,52,3,4,45,0
Cherokee,0033 Ross-West Mineral,Secretary of State,,REP,Kris Kobach,39,1,2,35,1
Cherokee,0034 Salamanca,Secretary of State,,REP,Kris Kobach,150,9,5,135,1
Cherokee,0035 Shawnee,Secretary of State,,REP,Kris Kobach,138,14,11,112,1
Cherokee,0036 Sheridan,Secretary of State,,REP,Kris Kobach,55,5,13,37,0
Cherokee,0037 Spring Valley-Neutral,Secretary of State,,REP,Kris Kobach,157,8,27,120,2
Cherokee,0038 Spring Valley-SV,Secretary of State,,REP,Kris Kobach,108,3,6,93,6
Cherokee,0025 Lowell,Secretary of State,,,Write-ins,1,0,0,1,0
Cherokee,0032 Ross-Roseland,Secretary of State,,,Write-ins,1,0,1,0,0
Cherokee,0037 Spring Valley-Neutral,Secretary of State,,,Write-ins,1,0,0,1,0
Cherokee,0020 Cherokee,State House,1,DEM,Brian Caswell,71,0,12,59,0
Cherokee,0021 Crawford,State House,1,DEM,Brian Caswell,80,2,8,70,0
Cherokee,0022 Garden-Lowell,State House,1,DEM,Brian Caswell,267,15,44,206,2
Cherokee,0023 Garden-Stanley Mines,State House,1,DEM,Brian Caswell,77,3,7,64,3
Cherokee,0024 Lola,State House,1,DEM,Brian Caswell,22,2,5,15,0
Cherokee,0025 Lowell,State House,1,DEM,Brian Caswell,62,5,9,48,0
Cherokee,0026 Lyon-Lyon,State House,1,DEM,Brian Caswell,41,3,0,38,0
Cherokee,0027 Mineral,State House,1,DEM,Brian Caswell,22,0,5,17,0
Cherokee,0028 Neosho-Faulkner,State House,1,DEM,Brian Caswell,12,0,1,11,0
Cherokee,0029 Neosho-Melrose,State House,1,DEM,Brian Caswell,16,1,0,15,0
Cherokee,0030 Pleasant View,State House,1,DEM,Brian Caswell,70,3,11,56,0
Cherokee,0031 Ross-Belleview,State House,1,DEM,Brian Caswell,30,0,8,22,0
Cherokee,0032 Ross-Roseland,State House,1,DEM,Brian Caswell,55,3,16,36,0
Cherokee,0033 Ross-West Mineral,State House,1,DEM,Brian Caswell,48,4,14,30,0
Cherokee,0034 Salamanca,State House,1,DEM,Brian Caswell,84,11,3,69,1
Cherokee,0035 Shawnee,State House,1,DEM,Brian Caswell,41,1,8,32,0
Cherokee,0036 Sheridan,State House,1,DEM,Brian Caswell,25,3,3,19,0
Cherokee,0037 Spring Valley-Neutral,State House,1,DEM,Brian Caswell,87,5,23,59,0
Cherokee,0038 Spring Valley-SV,State House,1,DEM,Brian Caswell,55,1,3,49,2
Cherokee,0020 Cherokee,State House,1,REP,Michael Houser,67,3,5,59,0
Cherokee,0021 Crawford,State House,1,REP,Michael Houser,179,13,15,146,5
Cherokee,0022 Garden-Lowell,State House,1,REP,Michael Houser,384,18,17,339,10
Cherokee,0023 Garden-Stanley Mines,State House,1,REP,Michael Houser,110,3,10,95,2
Cherokee,0024 Lola,State House,1,REP,Michael Houser,71,10,9,51,1
Cherokee,0025 Lowell,State House,1,REP,Michael Houser,158,3,16,137,2
Cherokee,0026 Lyon-Lyon,State House,1,REP,Michael Houser,94,7,2,85,0
Cherokee,0027 Mineral,State House,1,REP,Michael Houser,53,1,1,49,2
Cherokee,0028 Neosho-Faulkner,State House,1,REP,Michael Houser,20,2,1,16,1
Cherokee,0029 Neosho-Melrose,State House,1,REP,Michael Houser,28,1,3,24,0
Cherokee,0030 Pleasant View,State House,1,REP,Michael Houser,142,5,9,128,0
Cherokee,0031 Ross-Belleview,State House,1,REP,Michael Houser,41,5,1,35,0
Cherokee,0032 Ross-Roseland,State House,1,REP,Michael Houser,46,3,4,39,0
Cherokee,0033 Ross-West Mineral,State House,1,REP,Michael Houser,37,1,0,34,2
Cherokee,0034 Salamanca,State House,1,REP,Michael Houser,141,8,5,128,0
Cherokee,0035 Shawnee,State House,1,REP,Michael Houser,139,14,9,115,1
Cherokee,0036 Sheridan,State House,1,REP,Michael Houser,57,5,14,38,0
Cherokee,0037 Spring Valley-Neutral,State House,1,REP,Michael Houser,135,7,19,107,2
Cherokee,0038 Spring Valley-SV,State House,1,REP,Michael Houser,90,3,5,78,4
Cherokee,0022 Garden-Lowell,State House,1,,Write-ins,1,0,0,1,0
Cherokee,0023 Garden-Stanley Mines,State House,1,,Write-ins,1,0,0,1,0
Cherokee,0025 Lowell,State House,1,,Write-ins,1,0,0,1,0
Cherokee,0026 Lyon-Lyon,State House,1,,Write-ins,1,0,0,1,0
Cherokee,0029 Neosho-Melrose,State House,1,,Write-ins,1,0,0,1,0
Cherokee,0020 Cherokee,State Treasurer,,DEM,Carmen Alldritt,54,0,10,44,0
Cherokee,0021 Crawford,State Treasurer,,DEM,Carmen Alldritt,76,2,9,65,0
Cherokee,0022 Garden-Lowell,State Treasurer,,DEM,Carmen Alldritt,211,15,36,159,1
Cherokee,0023 Garden-Stanley Mines,State Treasurer,,DEM,Carmen Alldritt,44,1,6,37,0
Cherokee,0024 Lola,State Treasurer,,DEM,Carmen Alldritt,20,2,5,13,0
Cherokee,0025 Lowell,State Treasurer,,DEM,Carmen Alldritt,54,3,8,43,0
Cherokee,0026 Lyon-Lyon,State Treasurer,,DEM,Carmen Alldritt,33,2,0,31,0
Cherokee,0027 Mineral,State Treasurer,,DEM,Carmen Alldritt,7,0,0,7,0
Cherokee,0028 Neosho-Faulkner,State Treasurer,,DEM,Carmen Alldritt,7,0,1,6,0
Cherokee,0029 Neosho-Melrose,State Treasurer,,DEM,Carmen Alldritt,9,1,0,8,0
Cherokee,0030 Pleasant View,State Treasurer,,DEM,Carmen Alldritt,48,1,8,39,0
Cherokee,0031 Ross-Belleview,State Treasurer,,DEM,Carmen Alldritt,29,0,7,22,0
Cherokee,0032 Ross-Roseland,State Treasurer,,DEM,Carmen Alldritt,45,3,16,26,0
Cherokee,0033 Ross-West Mineral,State Treasurer,,DEM,Carmen Alldritt,47,3,12,31,1
Cherokee,0034 Salamanca,State Treasurer,,DEM,Carmen Alldritt,64,8,5,51,0
Cherokee,0035 Shawnee,State Treasurer,,DEM,Carmen Alldritt,39,0,7,32,0
Cherokee,0036 Sheridan,State Treasurer,,DEM,Carmen Alldritt,30,3,3,24,0
Cherokee,0037 Spring Valley-Neutral,State Treasurer,,DEM,Carmen Alldritt,70,5,18,47,0
Cherokee,0038 Spring Valley-SV,State Treasurer,,DEM,Carmen Alldritt,38,1,2,35,0
Cherokee,0020 Cherokee,State Treasurer,,REP,Ron Estes,83,3,8,72,0
Cherokee,0021 Crawford,State Treasurer,,REP,Ron Estes,182,13,13,151,5
Cherokee,0022 Garden-Lowell,State Treasurer,,REP,Ron Estes,437,18,23,386,10
Cherokee,0023 Garden-Stanley Mines,State Treasurer,,REP,Ron Estes,140,5,9,122,4
Cherokee,0024 Lola,State Treasurer,,REP,Ron Estes,73,10,9,53,1
Cherokee,0025 Lowell,State Treasurer,,REP,Ron Estes,163,4,15,142,2
Cherokee,0026 Lyon-Lyon,State Treasurer,,REP,Ron Estes,102,8,2,92,0
Cherokee,0027 Mineral,State Treasurer,,REP,Ron Estes,65,0,5,58,2
Cherokee,0028 Neosho-Faulkner,State Treasurer,,REP,Ron Estes,24,2,1,20,1
Cherokee,0029 Neosho-Melrose,State Treasurer,,REP,Ron Estes,35,1,3,31,0
Cherokee,0030 Pleasant View,State Treasurer,,REP,Ron Estes,161,6,12,143,0
Cherokee,0031 Ross-Belleview,State Treasurer,,REP,Ron Estes,42,5,2,35,0
Cherokee,0032 Ross-Roseland,State Treasurer,,REP,Ron Estes,59,3,5,51,0
Cherokee,0033 Ross-West Mineral,State Treasurer,,REP,Ron Estes,38,2,2,33,1
Cherokee,0034 Salamanca,State Treasurer,,REP,Ron Estes,158,10,3,144,1
Cherokee,0035 Shawnee,State Treasurer,,REP,Ron Estes,139,13,10,115,1
Cherokee,0036 Sheridan,State Treasurer,,REP,Ron Estes,52,5,14,33,0
Cherokee,0037 Spring Valley-Neutral,State Treasurer,,REP,Ron Estes,150,7,25,116,2
Cherokee,0038 Spring Valley-SV,State Treasurer,,REP,Ron Estes,103,6,3,6,88
Cherokee,0020 Cherokee,U.S. Senate,,(IND),Greg Orman,55,0,12,43,0
Cherokee,0021 Crawford,U.S. Senate,,(IND),Greg Orman,63,2,8,53,0
Cherokee,0022 Garden-Lowell,U.S. Senate,,(IND),Greg Orman,201,11,31,157,2
Cherokee,0023 Garden-Stanley Mines,U.S. Senate,,(IND),Greg Orman,50,1,4,44,1
Cherokee,0024 Lola,U.S. Senate,,(IND),Greg Orman,23,3,4,16,0
Cherokee,0025 Lowell,U.S. Senate,,(IND),Greg Orman,55,3,9,43,0
Cherokee,0026 Lyon-Lyon,U.S. Senate,,(IND),Greg Orman,29,2,0,27,0
Cherokee,0027 Mineral,U.S. Senate,,(IND),Greg Orman,15,0,0,15,0
Cherokee,0028 Neosho-Faulkner,U.S. Senate,,(IND),Greg Orman,6,0,0,6,0
Cherokee,0029 Neosho-Melrose,U.S. Senate,,(IND),Greg Orman,8,0,0,8,0
Cherokee,0030 Pleasant View,U.S. Senate,,(IND),Greg Orman,55,3,8,44,0
Cherokee,0031 Ross-Belleview,U.S. Senate,,(IND),Greg Orman,27,0,7,20,0
Cherokee,0032 Ross-Roseland,U.S. Senate,,(IND),Greg Orman,41,2,10,29,0
Cherokee,0033 Ross-West Mineral,U.S. Senate,,(IND),Greg Orman,36,2,7,27,0
Cherokee,0034 Salamanca,U.S. Senate,,(IND),Greg Orman,67,9,2,56,0
Cherokee,0035 Shawnee,U.S. Senate,,(IND),Greg Orman,45,0,9,36,0
Cherokee,0036 Sheridan,U.S. Senate,,(IND),Greg Orman,19,3,2,14,0
Cherokee,0037 Spring Valley-Neutral,U.S. Senate,,(IND),Greg Orman,63,4,13,46,0
Cherokee,0038 Spring Valley-SV,U.S. Senate,,(IND),Greg Orman,36,0,2,34,0
Cherokee,0020 Cherokee,U.S. Senate,,REP,Pat Roberts,72,3,6,63,0
Cherokee,0021 Crawford,U.S. Senate,,REP,Pat Roberts,172,13,11,144,4
Cherokee,0022 Garden-Lowell,U.S. Senate,,REP,Pat Roberts,385,19,24,333,9
Cherokee,0023 Garden-Stanley Mines,U.S. Senate,,REP,Pat Roberts,124,4,10,106,4
Cherokee,0024 Lola,U.S. Senate,,REP,Pat Roberts,64,8,9,46,1
Cherokee,0025 Lowell,U.S. Senate,,REP,Pat Roberts,147,4,14,127,2
Cherokee,0026 Lyon-Lyon,U.S. Senate,,REP,Pat Roberts,94,7,2,85,0
Cherokee,0027 Mineral,U.S. Senate,,REP,Pat Roberts,57,1,6,48,2
Cherokee,0028 Neosho-Faulkner,U.S. Senate,,REP,Pat Roberts,25,2,1,21,1
Cherokee,0029 Neosho-Melrose,U.S. Senate,,REP,Pat Roberts,29,1,3,25,0
Cherokee,0030 Pleasant View,U.S. Senate,,REP,Pat Roberts,145,5,8,132,0
Cherokee,0031 Ross-Belleview,U.S. Senate,,REP,Pat Roberts,38,5,2,31,0
Cherokee,0032 Ross-Roseland,U.S. Senate,,REP,Pat Roberts,51,3,5,43,0
Cherokee,0033 Ross-West Mineral,U.S. Senate,,REP,Pat Roberts,38,2,3,31,2
Cherokee,0034 Salamanca,U.S. Senate,,REP,Pat Roberts,142,8,6,128,0
Cherokee,0035 Shawnee,U.S. Senate,,REP,Pat Roberts,128,15,8,104,1
Cherokee,0036 Sheridan,U.S. Senate,,REP,Pat Roberts,53,5,13,35,0
Cherokee,0037 Spring Valley-Neutral,U.S. Senate,,REP,Pat Roberts,136,6,24,104,2
Cherokee,0038 Spring Valley-SV,U.S. Senate,,REP,Pat Roberts,98,4,6,82,6
Cherokee,0020 Cherokee,U.S. Senate,,LIB,Randall Batson,9,0,0,9,0
Cherokee,0021 Crawford,U.S. Senate,,LIB,Randall Batson,19,0,2,16,1
Cherokee,0022 Garden-Lowell,U.S. Senate,,LIB,Randall Batson,58,3,5,50,0
Cherokee,0023 Garden-Stanley Mines,U.S. Senate,,LIB,Randall Batson,15,1,2,12,0
Cherokee,0024 Lola,U.S. Senate,,LIB,Randall  Batson,4,0,0,4,0
Cherokee,0025 Lowell,U.S. Senate,,LIB,Randall Batson,19,1,2,16,0
Cherokee,0026 Lyon-Lyon,U.S. Senate,,LIB,Randall Batson,11,1,0,10,0
Cherokee,0027 Mineral,U.S. Senate,,LIB,Randall Batson,4,0,0,4,0
Cherokee,0028 Neosho-Faulkner,U.S. Senate,,LIB,Randall Batson,0,0,0,0,0
Cherokee,0029 Neosho-Melrose,U.S. Senate,,LIB,Randall  Batson,4,0,0,4,0
Cherokee,0030 Pleasant View,U.S. Senate,,LIB,Randall Batson,11,0,2,9,0
Cherokee,0034 Salamanca,U.S. Senate,,LIB,Randall  Batson,12,0,0,11,1
Cherokee,0031 Ross-Belleview,U.S. Senate,,LIB,Randall Batson,4,0,0,4,0
Cherokee,0032 Ross-Roseland,U.S. Senate,,LIB,Randall Batson,6,1,0,5,0
Cherokee,0033 Ross-West Mineral,U.S. Senate,,LIB,Randall Batson,9,0,2,7,0
Cherokee,0035 Shawnee,U.S. Senate,,LIB,Randall Batson,8,1,0,7,0
Cherokee,0036 Sheridan,U.S. Senate,,LIB,Randall Batson,10,0,2,8,0
Cherokee,0037 Spring Valley-Neutral,U.S. Senate,,LIB,Randall Batson,21,2,4,15,0
Cherokee,0038 Spring Valley-SV,U.S. Senate,,LIB,Randall Batson,7,0,0,7,0
Cherokee,0020 Cherokee,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0022 Garden-Lowell,U.S. Senate,,,Write-ins,2,0,0,1,1
Cherokee,0023 Garden-Stanley Mines,U.S. Senate,,,Write-ins,2,0,0,2,0
Cherokee,0029 Neosho-Melrose,U.S. Senate,,,Write-ins,1,0,0,1,0
Cherokee,0030 Pleasant View,U.S. Senate,,,Write-ins,2,0,0,2,0
Cherokee,0032 Ross-Roseland,U.S. Senate,,,Write-ins,1,0,1,0,0
Cherokee,0020 Cherokee,Votes,,,BALLOTS CAST,139,3,18,118,0
Cherokee,0021 Crawford,Votes,,,BALLOTS CAST,261,15,23,218,5
Cherokee,0022 Garden-Lowell,Votes,,,BALLOTS CAST,659,33,62,552,12
Cherokee,0023 Garden-Stanley Mines,Votes,,,BALLOTS CAST,192,6,17,164,5
Cherokee,0024 Lola,Votes,,,BALLOTS CAST,94,12,14,67,1
Cherokee,0025 Lowell,Votes,,,BALLOTS CAST,222,8,25,187,2
Cherokee,0026 Lyon-Lyon,Votes,,,BALLOTS CAST,136,10,2,124,0
Cherokee,0027 Mineral,Votes,,,BALLOTS CAST,77,1,7,67,2
Cherokee,0028 Neosho-Faulkner,Votes,,,BALLOTS CAST,33,2,2,28,1
Cherokee,0029 Neosho-Melrose,Votes,,,BALLOTS CAST,45,2,3,40,0
Cherokee,0030 Pleasant View,Votes,,,BALLOTS CAST,216,8,20,188,0
Cherokee,0031 Ross-Belleview,Votes,,,BALLOTS CAST,71,5,9,57,0
Cherokee,0032 Ross-Roseland,Votes,,,BALLOTS CAST,104,6,21,77,0
Cherokee,0033 Ross-West Mineral,Votes,,,BALLOTS CAST,86,5,14,65,2
Cherokee,0034 Salamanca,Votes,,,BALLOTS CAST,226,19,8,198,1
Cherokee,0035 Shawnee,Votes,,,BALLOTS CAST,185,16,17,151,1
Cherokee,0036 Sheridan,Votes,,,BALLOTS CAST,82,8,17,57,0
Cherokee,0037 Spring Valley-Neutral,Votes,,,BALLOTS CAST,223,12,43,166,2
Cherokee,0038 Spring Valley-SV,Votes,,,BALLOTS CAST,145,4,8,127,6
Cherokee,0020 Cherokee,Votes,,,REGISTERED VOTERS,228,,,,
Cherokee,0021 Crawford,Votes,,,REGISTERED VOTERS,465,,,,
Cherokee,0022 Garden-Lowell,Votes,,,REGISTERED VOTERS,1791,,,,
Cherokee,0023 Garden-Stanley Mines,Votes,,,REGISTERED VOTERS,479,,,,
Cherokee,0024 Lola,Votes,,,REGISTERED VOTERS,244,,,,
Cherokee,0025 Lowell,Votes,,,REGISTERED VOTERS,525,,,,
Cherokee,0026 Lyon-Lyon,Votes,,,REGISTERED VOTERS,316,,,,
Cherokee,0027 Mineral,Votes,,,REGISTERED VOTERS,150,,,,
Cherokee,0028 Neosho-Faulkner,Votes,,,REGISTERED VOTERS,81,,,,
Cherokee,0029 Neosho-Melrose,Votes,,,REGISTERED VOTERS,123,,,,
Cherokee,0030 Pleasant View,Votes,,,REGISTERED VOTERS,466,,,,
Cherokee,0031 Ross-Belleview,Votes,,,REGISTERED VOTERS,145,,,,
Cherokee,0032 Ross-Roseland,Votes,,,REGISTERED VOTERS,198,,,,
Cherokee,0033 Ross-West Mineral,Votes,,,REGISTERED VOTERS,184,,,,
Cherokee,0034 Salamanca,Votes,,,REGISTERED VOTERS,415,,,,
Cherokee,0035 Shawnee,Votes,,,REGISTERED VOTERS,390,,,,
Cherokee,0036 Sheridan,Votes,,,REGISTERED VOTERS,149,,,,
Cherokee,0037 Spring Valley-Neutral,Votes,,,REGISTERED VOTERS,468,,,,
Cherokee,0038 Spring Valley-SV,Votes,,,REGISTERED VOTERS,344,,,,
