county,precinct,office,district,party,candidate,votes,ADV,ED,PROV
Crawford,48 Pittsburg W4P3,Insurance Commissioner,,R,Ken Selzer,145,18,121,6
Crawford,49 Pittsburg W4P4,Insurance Commissioner,,R,Ken Selzer,58,5,47,6
Crawford,50 Pittsburg W4P5,Insurance Commissioner,,R,Ken Selzer,264,43,215,6
Crawford,51 Pittsburg W4P6,Insurance Commissioner,,R,Ken Selzer,48,4,44,0
Crawford,52 Raymond,Insurance Commissioner,,R,Ken Selzer,167,18,147,2
Crawford,53 Sheridan-Cherokee,Insurance Commissioner,,R,Ken Selzer,17,1,16,0
Crawford,54 Sheridan,Insurance Commissioner,,R,Ken Selzer,21,1,20,0
Crawford,55 Sherman,Insurance Commissioner,,R,Ken Selzer,136,6,129,1
Crawford,56 Smelter,Insurance Commissioner,,R,Ken Selzer,152,8,142,2
Crawford,57 South Arma,Insurance Commissioner,,R,Ken Selzer,121,13,106,2
Crawford,58 Walnut,Insurance Commissioner,,R,Ken Selzer,24,2,22,0
Crawford,59 Walnut twp,Insurance Commissioner,,R,Ken Selzer,1,0,1,0
Crawford,60 Walnut twp,Insurance Commissioner,,R,Ken Selzer,11,0,9,2
Crawford,61 Walnut-Hepler,Insurance Commissioner,,R,Ken Selzer,0,0,0,
Crawford,62 Walnut-Hepler,Insurance Commissioner,,R,Ken Selzer,13,2,11,0
Crawford,02 Baker,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,08 Cherokee-Sheridan,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,09 Chicopee,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,15 Frontenac W2,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,26 Lincoln-Arcadia,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,27 Lone Star,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,38 Pittsburg W1P3,Insurance Commissioner,,,writeins,1,1,0,0
Crawford,40 Pittsburg W2P2,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,42 Pittsburg W2P4,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,45 Pittsburg W3P2,Insurance Commissioner,,,writeins,2,1,1,0
Crawford,48 Pittsburg W4P3,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,57 South Arma,Insurance Commissioner,,,writeins,1,0,1,0
Crawford,01 Arcadia,REG,,,Registered Voters,236,,,
Crawford,02 Baker,REG,,,Registered Voters,688,,,
Crawford,03 Beulah,REG,,,Registered Voters,191,,,
Crawford,04 Brazilton,REG,,,Registered Voters,48,,,
Crawford,05 Capaldo,REG,,,Registered Voters,60,,,
Crawford,06 Capaldo,REG,,,Registered Voters,299,,,
Crawford,07 Cherokee,REG,,,Registered Voters,380,,,
Crawford,08 Cherokee-Sheridan,REG,,,Registered Voters,209,,,
Crawford,09 Chicopee,REG,,,Registered Voters,357,,,
Crawford,10 Crawford,REG,,,Registered Voters,290,,,
Crawford,11 Crowe,REG,,,Registered Voters,173,,,
Crawford,12 Franklin,REG,,,Registered Voters,280,,,
Crawford,13 Franklin,REG,,,Registered Voters,19,,,
Crawford,14 Frontenac W1,REG,,,Registered Voters,667,,,
Crawford,15 Frontenac W2,REG,,,Registered Voters,874,,,
Crawford,16 Frontenac W3,REG,,,Registered Voters,361,,,
Crawford,17 Frontenac W4,REG,,,Registered Voters,298,,,
Crawford,18 Girard W1,REG,,,Registered Voters,202,,,
Crawford,19 Girard W2,REG,,,Registered Voters,566,,,
Crawford,20 Girard W3,REG,,,Registered Voters,400,,,
Crawford,21 Girard W4,REG,,,Registered Voters,526,,,
Crawford,22 Grant,REG,,,Registered Voters,182,,,
Crawford,23 Hepler,REG,,,Registered Voters,73,,,
Crawford,24 Lincoln,REG,,,Registered Voters,230,,,
Crawford,25 Lincoln,REG,,,Registered Voters,7,,,
Crawford,26 Lincoln-Arcadia,REG,,,Registered Voters,94,,,
Crawford,27 Lone Star,REG,,,Registered Voters,847,,,
Crawford,28 McCune,REG,,,Registered Voters,265,,,
Crawford,29 Mulberry W1,REG,,,Registered Voters,147,,,
Crawford,30 Mulberry W2,REG,,,Registered Voters,180,,,
Crawford,31 North Arma,REG,,,Registered Voters,577,,,
Crawford,32 Opolis,REG,,,Registered Voters,249,,,
Crawford,33 Osage-McCune,REG,,,Registered Voters,256,,,
Crawford,34 Parkview,REG,,,Registered Voters,161,,,
Crawford,35 Parkview,REG,,,Registered Voters,179,,,
Crawford,36 Pittsburg W1P1,REG,,,Registered Voters,602,,,
Crawford,37 Pittsburg W1P2,REG,,,Registered Voters,986,,,
Crawford,38 Pittsburg W1P3,REG,,,Registered Voters,"1,796",,,
Crawford,39 Pittsburg W2P1,REG,,,Registered Voters,452,,,
Crawford,40 Pittsburg W2P2,REG,,,Registered Voters,489,,,
Crawford,41 Pittsburg W2P3,REG,,,Registered Voters,598,,,
Crawford,42 Pittsburg W2P4,REG,,,Registered Voters,407,,,
Crawford,43 Pittsburg W2P5,REG,,,Registered Voters,772,,,
Crawford,44 Pittsburg W3P1,REG,,,Registered Voters,631,,,
Crawford,45 Pittsburg W3P2,REG,,,Registered Voters,721,,,
Crawford,46 Pittsburg W4P1,REG,,,Registered Voters,285,,,
Crawford,47 Pittsburg W4P2,REG,,,Registered Voters,546,,,
Crawford,48 Pittsburg W4P3,REG,,,Registered Voters,816,,,
Crawford,49 Pittsburg W4P4,REG,,,Registered Voters,502,,,
Crawford,50 Pittsburg W4P5,REG,,,Registered Voters,987,,,
Crawford,51 Pittsburg W4P6,REG,,,Registered Voters,148,,,
Crawford,52 Raymond,REG,,,Registered Voters,490,,,
Crawford,53 Sheridan-Cherokee,REG,,,Registered Voters,82,,,
Crawford,54 Sheridan,REG,,,Registered Voters,89,,,
Crawford,55 Sherman,REG,,,Registered Voters,394,,,
Crawford,56 Smelter,REG,,,Registered Voters,389,,,
Crawford,57 South Arma,REG,,,Registered Voters,625,,,
Crawford,58 Walnut,REG,,,Registered Voters,118,,,
Crawford,59 Walnut twp,REG,,,Registered Voters,2,,,
Crawford,60 Walnut twp,REG,,,Registered Voters,29,,,
Crawford,61 Walnut-Hepler,REG,,,Registered Voters,6,,,
Crawford,62 Walnut-Hepler,REG,,,Registered Voters,44,,,
Crawford,01 Arcadia,State House,H002,D,Adam Lusker,85,20,62,3
Crawford,03 Beulah,State House,H002,D,Adam Lusker,67,7,58,2
Crawford,04 Brazilton,State House,H002,D,Adam Lusker,20,0,19,1
Crawford,05 Capaldo,State House,H002,D,Adam Lusker,18,1,17,0
Crawford,06 Capaldo,State House,H002,D,Adam Lusker,119,21,97,1
Crawford,07 Cherokee,State House,H002,D,Adam Lusker,134,11,119,4
Crawford,08 Cherokee-Sheridan,State House,H002,D,Adam Lusker,85,5,80,0
Crawford,10 Crawford,State House,H002,D,Adam Lusker,108,8,97,3
Crawford,11 Crowe,State House,H002,D,Adam Lusker,61,15,44,2
Crawford,12 Franklin,State House,H002,D,Adam Lusker,99,21,74,4
Crawford,13 Franklin,State House,H002,D,Adam Lusker,6,1,5,0
Crawford,14 Frontenac W1,State House,H002,D,Adam Lusker,260,68,180,12
Crawford,15 Frontenac W2,State House,H002,D,Adam Lusker,401,81,311,9
Crawford,16 Frontenac W3,State House,H002,D,Adam Lusker,161,29,128,4
Crawford,17 Frontenac W4,State House,H002,D,Adam Lusker,123,28,92,3
Crawford,18 Girard W1,State House,H002,D,Adam Lusker,62,6,56,0
Crawford,19 Girard W2,State House,H002,D,Adam Lusker,196,35,159,2
Crawford,20 Girard W3,State House,H002,D,Adam Lusker,143,24,115,4
Crawford,21 Girard W4,State House,H002,D,Adam Lusker,184,26,151,7
Crawford,22 Grant,State House,H002,D,Adam Lusker,80,11,69,0
Crawford,23 Hepler,State House,H002,D,Adam Lusker,26,4,20,2
Crawford,24 Lincoln,State House,H002,D,Adam Lusker,93,17,76,0
Crawford,25 Lincoln,State House,H002,D,Adam Lusker,2,0,2,0
Crawford,26 Lincoln-Arcadia,State House,H002,D,Adam Lusker,25,4,21,0
Crawford,28 McCune,State House,H002,D,Adam Lusker,91,10,79,2
Crawford,29 Mulberry W1,State House,H002,D,Adam Lusker,43,4,39,0
Crawford,30 Mulberry W2,State House,H002,D,Adam Lusker,29,6,23,0
Crawford,31 North Arma,State House,H002,D,Adam Lusker,176,34,138,4
Crawford,33 Osage-McCune,State House,H002,D,Adam Lusker,103,8,95,0
Crawford,34 Parkview,State House,H002,D,Adam Lusker,67,13,52,2
Crawford,35 Parkview,State House,H002,D,Adam Lusker,78,14,58,6
Crawford,52 Raymond,State House,H002,D,Adam Lusker,203,39,160,4
Crawford,53 Sheridan-Cherokee,State House,H002,D,Adam Lusker,34,3,30,1
Crawford,55 Sherman,State House,H002,D,Adam Lusker,158,20,136,2
Crawford,57 South Arma,State House,H002,D,Adam Lusker,220,52,162,6
Crawford,58 Walnut,State House,H002,D,Adam Lusker,37,3,34,0
Crawford,59 Walnut twp,State House,H002,D,Adam Lusker,2,0,2,0
Crawford,60 Walnut twp,State House,H002,D,Adam Lusker,15,0,13,2
Crawford,61 Walnut-Hepler,State House,H002,D,Adam Lusker,2,0,2,0
Crawford,62 Walnut-Hepler,State House,H002,D,Adam Lusker,16,1,15,0
Crawford,01 Arcadia,State House,H002,,writeins,2,0,2,0
Crawford,03 Beulah,State House,H002,,writeins,2,0,2,0
Crawford,06 Capaldo,State House,H002,,writeins,1,0,1,0
Crawford,07 Cherokee,State House,H002,,writeins,7,0,7,0
Crawford,08 Cherokee-Sheridan,State House,H002,,writeins,5,0,5,0
Crawford,10 Crawford,State House,H002,,writeins,3,0,3,0
Crawford,11 Crowe,State House,H002,,writeins,5,0,5,0
Crawford,12 Franklin,State House,H002,,writeins,5,0,5,0
Crawford,14 Frontenac W1,State House,H002,,writeins,5,0,4,1
Crawford,15 Frontenac W2,State House,H002,,writeins,8,1,7,0
Crawford,16 Frontenac W3,State House,H002,,writeins,6,0,6,0
Crawford,17 Frontenac W4,State House,H002,,writeins,1,1,0,0
Crawford,18 Girard W1,State House,H002,,writeins,3,1,2,0
Crawford,19 Girard W2,State House,H002,,writeins,4,0,4,0
Crawford,20 Girard W3,State House,H002,,writeins,6,0,5,1
Crawford,21 Girard W4,State House,H002,,writeins,6,1,5,0
Crawford,22 Grant,State House,H002,,writeins,1,0,1,0
Crawford,24 Lincoln,State House,H002,,writeins,5,0,5,0
Crawford,25 Lincoln,State House,H002,,writeins,1,0,1,0
Crawford,26 Lincoln-Arcadia,State House,H002,,writeins,3,1,2,0
Crawford,28 McCune,State House,H002,,writeins,7,0,7,0
Crawford,29 Mulberry W1,State House,H002,,writeins,2,0,2,0
Crawford,30 Mulberry W2,State House,H002,,writeins,1,0,1,0
Crawford,31 North Arma,State House,H002,,writeins,5,0,5,0
Crawford,33 Osage-McCune,State House,H002,,writeins,5,1,4,0
Crawford,34 Parkview,State House,H002,,writeins,2,0,2,0
Crawford,35 Parkview,State House,H002,,writeins,5,0,5,0
Crawford,52 Raymond,State House,H002,,writeins,8,1,7,0
Crawford,55 Sherman,State House,H002,,writeins,3,0,3,0
Crawford,57 South Arma,State House,H002,,writeins,7,1,6,0
Crawford,02 Baker,State House,H003,R,Charles Smith,226,17,199,10
Crawford,02 Baker,State House,H003,D,Julie Menghini,179,42,130,7
Crawford,02 Baker,State House,H003,,writeins,1,0,1,0
Crawford,09 Chicopee,State House,H003,R,Charles Smith,143,22,118,3
Crawford,27 Lone Star,State House,H003,R,Charles Smith,247,27,217,3
Crawford,32 Opolis,State House,H003,R,Charles Smith,79,9,69,1
Crawford,36 Pittsburg W1P1,State House,H003,R,Charles Smith,91,12,75,4
Crawford,37 Pittsburg W1P2,State House,H003,R,Charles Smith,170,18,147,5
Crawford,38 Pittsburg W1P3,State House,H003,R,Charles Smith,447,70,369,8
Crawford,39 Pittsburg W2P1,State House,H003,R,Charles Smith,69,6,62,1
Crawford,40 Pittsburg W2P2,State House,H003,R,Charles Smith,97,9,86,2
Crawford,41 Pittsburg W2P3,State House,H003,R,Charles Smith,107,16,89,2
Crawford,42 Pittsburg W2P4,State House,H003,R,Charles Smith,111,14,94,3
Crawford,43 Pittsburg W2P5,State House,H003,R,Charles Smith,147,18,124,5
Crawford,44 Pittsburg W3P1,State House,H003,R,Charles Smith,95,11,78,6
Crawford,45 Pittsburg W3P2,State House,H003,R,Charles Smith,119,18,96,5
Crawford,46 Pittsburg W4P1,State House,H003,R,Charles Smith,39,6,31,2
Crawford,47 Pittsburg W4P2,State House,H003,R,Charles Smith,58,13,38,7
Crawford,48 Pittsburg W4P3,State House,H003,R,Charles Smith,158,22,128,8
Crawford,49 Pittsburg W4P4,State House,H003,R,Charles Smith,65,9,49,7
Crawford,50 Pittsburg W4P5,State House,H003,R,Charles Smith,260,37,219,4
Crawford,51 Pittsburg W4P6,State House,H003,R,Charles Smith,51,4,47,0
Crawford,54 Sheridan,State House,H003,R,Charles Smith,26,2,24,0
Crawford,56 Smelter,State House,H003,R,Charles Smith,139,9,128,2
Crawford,09 Chicopee,State House,H003,D,Julie Menghini,91,20,69,2
Crawford,27 Lone Star,State House,H003,D,Julie Menghini,200,30,165,5
Crawford,32 Opolis,State House,H003,D,Julie Menghini,55,13,40,2
Crawford,36 Pittsburg W1P1,State House,H003,D,Julie Menghini,89,19,61,9
Crawford,37 Pittsburg W1P2,State House,H003,D,Julie Menghini,198,50,140,8
Crawford,38 Pittsburg W1P3,State House,H003,D,Julie Menghini,423,118,295,10
Crawford,39 Pittsburg W2P1,State House,H003,D,Julie Menghini,83,12,68,3
Crawford,40 Pittsburg W2P2,State House,H003,D,Julie Menghini,122,33,83,6
Crawford,41 Pittsburg W2P3,State House,H003,D,Julie Menghini,145,41,97,7
Crawford,42 Pittsburg W2P4,State House,H003,D,Julie Menghini,104,29,74,1
Crawford,43 Pittsburg W2P5,State House,H003,D,Julie Menghini,144,30,104,10
Crawford,44 Pittsburg W3P1,State House,H003,D,Julie Menghini,104,20,79,5
Crawford,45 Pittsburg W3P2,State House,H003,D,Julie Menghini,118,31,84,3
Crawford,46 Pittsburg W4P1,State House,H003,D,Julie Menghini,43,6,35,2
Crawford,47 Pittsburg W4P2,State House,H003,D,Julie Menghini,98,28,62,8
Crawford,48 Pittsburg W4P3,State House,H003,D,Julie Menghini,163,44,117,2
Crawford,49 Pittsburg W4P4,State House,H003,D,Julie Menghini,81,19,58,4
Crawford,50 Pittsburg W4P5,State House,H003,D,Julie Menghini,233,59,169,5
Crawford,51 Pittsburg W4P6,State House,H003,D,Julie Menghini,27,7,20,0
Crawford,54 Sheridan,State House,H003,D,Julie Menghini,19,1,18,0
Crawford,56 Smelter,State House,H003,D,Julie Menghini,111,28,81,2
Crawford,27 Lone Star,State House,H003,,writeins,2,0,2,0
Crawford,32 Opolis,State House,H003,,writeins,1,0,1,0
Crawford,38 Pittsburg W1P3,State House,H003,,writeins,1,0,1,0
Crawford,41 Pittsburg W2P3,State House,H003,,writeins,1,0,1,0
Crawford,45 Pittsburg W3P2,State House,H003,,writeins,1,0,1,0
Crawford,48 Pittsburg W4P3,State House,H003,,writeins,1,0,0,1
Crawford,56 Smelter,State House,H003,,writeins,1,0,1,0
Crawford,01 Arcadia,Secretary of State,,D,Jean Schodorf,56,17,36,3
Crawford,02 Baker,Secretary of State,,D,Jean Schodorf,160,37,116,7
Crawford,03 Beulah,Secretary of State,,D,Jean Schodorf,32,6,26,0
Crawford,04 Brazilton,Secretary of State,,D,Jean Schodorf,10,0,9,1
Crawford,05 Capaldo,Secretary of State,,D,Jean Schodorf,11,0,11,0
Crawford,06 Capaldo,Secretary of State,,D,Jean Schodorf,76,22,53,1
Crawford,07 Cherokee,Secretary of State,,D,Jean Schodorf,77,6,70,1
Crawford,08 Cherokee-Sheridan,Secretary of State,,D,Jean Schodorf,49,2,47,0
Crawford,09 Chicopee,Secretary of State,,D,Jean Schodorf,96,19,74,3
Crawford,10 Crawford,Secretary of State,,D,Jean Schodorf,38,3,35,0
Crawford,11 Crowe,Secretary of State,,D,Jean Schodorf,35,11,22,2
Crawford,12 Franklin,Secretary of State,,D,Jean Schodorf,68,19,46,3
Crawford,13 Franklin,Secretary of State,,D,Jean Schodorf,2,0,2,0
Crawford,14 Frontenac W1,Secretary of State,,D,Jean Schodorf,171,58,107,6
Crawford,15 Frontenac W2,Secretary of State,,D,Jean Schodorf,262,56,199,7
Crawford,16 Frontenac W3,Secretary of State,,D,Jean Schodorf,99,22,74,3
Crawford,17 Frontenac W4,Secretary of State,,D,Jean Schodorf,84,25,56,3
Crawford,18 Girard W1,Secretary of State,,D,Jean Schodorf,38,5,33,0
Crawford,19 Girard W2,Secretary of State,,D,Jean Schodorf,105,20,84,1
Crawford,20 Girard W3,Secretary of State,,D,Jean Schodorf,99,23,75,1
Crawford,21 Girard W4,Secretary of State,,D,Jean Schodorf,101,16,83,2
Crawford,22 Grant,Secretary of State,,D,Jean Schodorf,38,6,32,0
Crawford,23 Hepler,Secretary of State,,D,Jean Schodorf,15,4,11,0
Crawford,24 Lincoln,Secretary of State,,D,Jean Schodorf,53,12,40,1
Crawford,25 Lincoln,Secretary of State,,D,Jean Schodorf,0,0,0,
Crawford,26 Lincoln-Arcadia,Secretary of State,,D,Jean Schodorf,20,5,15,0
Crawford,27 Lone Star,Secretary of State,,D,Jean Schodorf,192,32,156,4
Crawford,28 McCune,Secretary of State,,D,Jean Schodorf,60,7,51,2
Crawford,29 Mulberry W1,Secretary of State,,D,Jean Schodorf,25,0,25,0
Crawford,30 Mulberry W2,Secretary of State,,D,Jean Schodorf,18,6,12,0
Crawford,31 North Arma,Secretary of State,,D,Jean Schodorf,110,31,77,2
Crawford,32 Opolis,Secretary of State,,D,Jean Schodorf,51,11,38,2
Crawford,33 Osage-McCune,Secretary of State,,D,Jean Schodorf,38,5,33,0
Crawford,34 Parkview,Secretary of State,,D,Jean Schodorf,51,15,34,2
Crawford,35 Parkview,Secretary of State,,D,Jean Schodorf,52,13,34,5
Crawford,36 Pittsburg W1P1,Secretary of State,,D,Jean Schodorf,78,18,54,6
Crawford,37 Pittsburg W1P2,Secretary of State,,D,Jean Schodorf,178,46,125,7
Crawford,38 Pittsburg W1P3,Secretary of State,,D,Jean Schodorf,389,110,268,11
Crawford,39 Pittsburg W2P1,Secretary of State,,D,Jean Schodorf,77,11,63,3
Crawford,40 Pittsburg W2P2,Secretary of State,,D,Jean Schodorf,113,31,77,5
Crawford,41 Pittsburg W2P3,Secretary of State,,D,Jean Schodorf,142,38,99,5
Crawford,42 Pittsburg W2P4,Secretary of State,,D,Jean Schodorf,105,28,75,2
Crawford,43 Pittsburg W2P5,Secretary of State,,D,Jean Schodorf,118,29,81,8
Crawford,44 Pittsburg W3P1,Secretary of State,,D,Jean Schodorf,109,20,83,6
Crawford,45 Pittsburg W3P2,Secretary of State,,D,Jean Schodorf,127,32,90,5
Crawford,46 Pittsburg W4P1,Secretary of State,,D,Jean Schodorf,51,10,38,3
Crawford,47 Pittsburg W4P2,Secretary of State,,D,Jean Schodorf,89,30,53,6
Crawford,48 Pittsburg W4P3,Secretary of State,,D,Jean Schodorf,162,49,106,7
Crawford,49 Pittsburg W4P4,Secretary of State,,D,Jean Schodorf,75,18,53,4
Crawford,50 Pittsburg W4P5,Secretary of State,,D,Jean Schodorf,204,50,149,5
Crawford,51 Pittsburg W4P6,Secretary of State,,D,Jean Schodorf,30,6,24,0
Crawford,52 Raymond,Secretary of State,,D,Jean Schodorf,106,26,78,2
Crawford,53 Sheridan-Cherokee,Secretary of State,,D,Jean Schodorf,24,2,21,1
Crawford,54 Sheridan,Secretary of State,,D,Jean Schodorf,21,2,19,0
Crawford,55 Sherman,Secretary of State,,D,Jean Schodorf,78,14,64,0
Crawford,56 Smelter,Secretary of State,,D,Jean Schodorf,94,28,64,2
Crawford,57 South Arma,Secretary of State,,D,Jean Schodorf,140,41,95,4
Crawford,58 Walnut,Secretary of State,,D,Jean Schodorf,18,3,15,0
Crawford,59 Walnut twp,Secretary of State,,D,Jean Schodorf,2,0,2,0
Crawford,60 Walnut twp,Secretary of State,,D,Jean Schodorf,5,0,4,1
Crawford,61 Walnut-Hepler,Secretary of State,,D,Jean Schodorf,0,0,0,
Crawford,62 Walnut-Hepler,Secretary of State,,D,Jean Schodorf,8,0,8,0
Crawford,01 Arcadia,Secretary of State,,R,Kris Kobach,41,5,36,0
Crawford,02 Baker,Secretary of State,,R,Kris Kobach,233,20,203,10
Crawford,03 Beulah,Secretary of State,,R,Kris Kobach,54,8,44,2
Crawford,04 Brazilton,Secretary of State,,R,Kris Kobach,20,2,18,0
Crawford,05 Capaldo,Secretary of State,,R,Kris Kobach,10,2,8,0
Crawford,06 Capaldo,Secretary of State,,R,Kris Kobach,70,7,63,0
Crawford,07 Cherokee,Secretary of State,,R,Kris Kobach,108,7,95,6
Crawford,08 Cherokee-Sheridan,Secretary of State,,R,Kris Kobach,73,6,66,1
Crawford,09 Chicopee,Secretary of State,,R,Kris Kobach,138,23,113,2
Crawford,10 Crawford,Secretary of State,,R,Kris Kobach,131,13,114,4
Crawford,11 Crowe,Secretary of State,,R,Kris Kobach,43,5,38,0
Crawford,12 Franklin,Secretary of State,,R,Kris Kobach,63,6,55,2
Crawford,13 Franklin,Secretary of State,,R,Kris Kobach,4,1,3,0
Crawford,14 Frontenac W1,Secretary of State,,R,Kris Kobach,122,16,101,5
Crawford,15 Frontenac W2,Secretary of State,,R,Kris Kobach,185,35,146,4
Crawford,16 Frontenac W3,Secretary of State,,R,Kris Kobach,77,5,70,2
Crawford,17 Frontenac W4,Secretary of State,,R,Kris Kobach,52,8,43,1
Crawford,18 Girard W1,Secretary of State,,R,Kris Kobach,42,3,39,0
Crawford,19 Girard W2,Secretary of State,,R,Kris Kobach,147,26,120,1
Crawford,20 Girard W3,Secretary of State,,R,Kris Kobach,69,4,61,4
Crawford,21 Girard W4,Secretary of State,,R,Kris Kobach,140,22,113,5
Crawford,22 Grant,Secretary of State,,R,Kris Kobach,67,6,61,0
Crawford,23 Hepler,Secretary of State,,R,Kris Kobach,18,0,16,2
Crawford,24 Lincoln,Secretary of State,,R,Kris Kobach,73,9,64,0
Crawford,25 Lincoln,Secretary of State,,R,Kris Kobach,5,0,5,0
Crawford,26 Lincoln-Arcadia,Secretary of State,,R,Kris Kobach,12,1,10,1
Crawford,27 Lone Star,Secretary of State,,R,Kris Kobach,248,23,221,4
Crawford,28 McCune,Secretary of State,,R,Kris Kobach,59,5,53,1
Crawford,29 Mulberry W1,Secretary of State,,R,Kris Kobach,26,4,22,0
Crawford,30 Mulberry W2,Secretary of State,,R,Kris Kobach,27,1,26,0
Crawford,31 North Arma,Secretary of State,,R,Kris Kobach,124,14,108,2
Crawford,32 Opolis,Secretary of State,,R,Kris Kobach,83,11,71,1
Crawford,33 Osage-McCune,Secretary of State,,R,Kris Kobach,123,9,114,0
Crawford,34 Parkview,Secretary of State,,R,Kris Kobach,26,0,24,2
Crawford,35 Parkview,Secretary of State,,R,Kris Kobach,40,4,34,2
Crawford,36 Pittsburg W1P1,Secretary of State,,R,Kris Kobach,93,13,73,7
Crawford,37 Pittsburg W1P2,Secretary of State,,R,Kris Kobach,182,19,157,6
Crawford,38 Pittsburg W1P3,Secretary of State,,R,Kris Kobach,463,75,381,7
Crawford,39 Pittsburg W2P1,Secretary of State,,R,Kris Kobach,71,6,64,1
Crawford,40 Pittsburg W2P2,Secretary of State,,R,Kris Kobach,104,10,91,3
Crawford,41 Pittsburg W2P3,Secretary of State,,R,Kris Kobach,103,18,81,4
Crawford,42 Pittsburg W2P4,Secretary of State,,R,Kris Kobach,111,14,95,2
Crawford,43 Pittsburg W2P5,Secretary of State,,R,Kris Kobach,165,17,143,5
Crawford,44 Pittsburg W3P1,Secretary of State,,R,Kris Kobach,92,10,76,6
Crawford,45 Pittsburg W3P2,Secretary of State,,R,Kris Kobach,109,17,89,3
Crawford,46 Pittsburg W4P1,Secretary of State,,R,Kris Kobach,31,2,27,2
Crawford,47 Pittsburg W4P2,Secretary of State,,R,Kris Kobach,59,10,42,7
Crawford,48 Pittsburg W4P3,Secretary of State,,R,Kris Kobach,158,16,137,5
Crawford,49 Pittsburg W4P4,Secretary of State,,R,Kris Kobach,68,8,54,6
Crawford,50 Pittsburg W4P5,Secretary of State,,R,Kris Kobach,274,44,226,4
Crawford,51 Pittsburg W4P6,Secretary of State,,R,Kris Kobach,47,5,42,0
Crawford,52 Raymond,Secretary of State,,R,Kris Kobach,164,18,144,2
Crawford,53 Sheridan-Cherokee,Secretary of State,,R,Kris Kobach,18,1,17,0
Crawford,54 Sheridan,Secretary of State,,R,Kris Kobach,24,1,23,0
Crawford,55 Sherman,Secretary of State,,R,Kris Kobach,143,8,133,2
Crawford,56 Smelter,Secretary of State,,R,Kris Kobach,156,9,145,2
Crawford,57 South Arma,Secretary of State,,R,Kris Kobach,130,16,112,2
Crawford,58 Walnut,Secretary of State,,R,Kris Kobach,28,2,26,0
Crawford,59 Walnut twp,Secretary of State,,R,Kris Kobach,0,0,0,
Crawford,60 Walnut twp,Secretary of State,,R,Kris Kobach,11,0,10,1
Crawford,61 Walnut-Hepler,Secretary of State,,R,Kris Kobach,1,0,1,0
Crawford,62 Walnut-Hepler,Secretary of State,,R,Kris Kobach,11,2,9,0
Crawford,08 Cherokee-Sheridan,Secretary of State,,,writeins,1,0,1,0
Crawford,09 Chicopee,Secretary of State,,,writeins,1,0,1,0
Crawford,15 Frontenac W2,Secretary of State,,,writeins,1,0,1,0
Crawford,27 Lone Star,Secretary of State,,,writeins,1,0,1,0
Crawford,45 Pittsburg W3P2,Secretary of State,,,writeins,1,0,1,0
Crawford,48 Pittsburg W4P3,Secretary of State,,,writeins,1,0,1,0
Crawford,01 Arcadia,State Treasurer,,D,Carmen Alldritt,50,16,31,3
Crawford,02 Baker,State Treasurer,,D,Carmen Alldritt,145,39,99,7
Crawford,03 Beulah,State Treasurer,,D,Carmen Alldritt,22,4,18,0
Crawford,04 Brazilton,State Treasurer,,D,Carmen Alldritt,5,0,5,0
Crawford,05 Capaldo,State Treasurer,,D,Carmen Alldritt,10,1,9,0
Crawford,06 Capaldo,State Treasurer,,D,Carmen Alldritt,60,13,46,1
Crawford,07 Cherokee,State Treasurer,,D,Carmen Alldritt,74,5,68,1
Crawford,08 Cherokee-Sheridan,State Treasurer,,D,Carmen Alldritt,36,3,33,0
Crawford,09 Chicopee,State Treasurer,,D,Carmen Alldritt,86,17,66,3
Crawford,10 Crawford,State Treasurer,,D,Carmen Alldritt,33,2,30,1
Crawford,11 Crowe,State Treasurer,,D,Carmen Alldritt,37,14,21,2
Crawford,12 Franklin,State Treasurer,,D,Carmen Alldritt,67,17,47,3
Crawford,13 Franklin,State Treasurer,,D,Carmen Alldritt,4,1,3,0
Crawford,14 Frontenac W1,State Treasurer,,D,Carmen Alldritt,160,52,102,6
Crawford,15 Frontenac W2,State Treasurer,,D,Carmen Alldritt,242,52,186,4
Crawford,16 Frontenac W3,State Treasurer,,D,Carmen Alldritt,87,18,67,2
Crawford,17 Frontenac W4,State Treasurer,,D,Carmen Alldritt,79,24,53,2
Crawford,18 Girard W1,State Treasurer,,D,Carmen Alldritt,33,6,27,0
Crawford,19 Girard W2,State Treasurer,,D,Carmen Alldritt,87,19,68,0
Crawford,20 Girard W3,State Treasurer,,D,Carmen Alldritt,83,16,67,0
Crawford,21 Girard W4,State Treasurer,,D,Carmen Alldritt,92,13,77,2
Crawford,22 Grant,State Treasurer,,D,Carmen Alldritt,31,6,25,0
Crawford,23 Hepler,State Treasurer,,D,Carmen Alldritt,14,4,10,0
Crawford,24 Lincoln,State Treasurer,,D,Carmen Alldritt,49,12,36,1
Crawford,25 Lincoln,State Treasurer,,D,Carmen Alldritt,0,0,0,
